id,lang,arabic,translation,category,reference,grade
6613,en,,,,,
6613,ar,,,,,
6614,es,عن عبد الله بن مسعود رضي الله عنه مرفوعاً: «لا تَتخِذوا الضَّيْعَةَ فترغَبُوا في الدنيا».,"De Abdallah Ibn Mas‘ud, Al-lah esté complacido con él, que el Mensajero de Al-lah dijo: “No se ocupen demasiado en la consecución de riqueza deseando el acomodo en esta vida”.",advertir sobre ocuparse en las cosas mundanales y olvidarse la los asuntos de...,Registrado por Al-Tirmidhi - Registrado por Ahmad,Sahih
6614,en,,,,,
6614,ar,,,,,
6615,es,عن عَدِي بن حاتم رضي الله عنه قال: سمعت النبي صلى الله عليه وسلم يقول: «اتَّقُوا النَّار ولو بِشِقِّ تمرة». وفي رواية لهما عنه، قال: قال رسول الله صلى الله عليه وسلم : «ما منكم من أحد إلا سَيكَلِّمُه رَبُّه ليس بينه وبينه تُرْجُمان، فينظر أيْمَن منه فلا يرى إلا ما قَدَّم، وينظر أَشْأَمَ منه فلا يَرى إلا ما قَدَّم، وينظر بين يديه فلا يرى إلا النار تَلقاء وجهه، فاتقوا النار ولو بِشقِّ تمرة، فمن لم يجد فبِكَلمة طيِّبة».,"Naró Adi Ibn Hatim -Alah este complacido con él-: escuché al Profeta -la paz y las bendiciones sean con él- decir: ""Protéjanse del fuego aunque sea con medio de dátil"" en otra versión de Bujari y Muslim: el Mensajero de Alah -la paz y las bendiciones sean con él-: ""A cada uno de ustedes les hablará su Señor, y no habrá entre ellos traductor, mirará a su derecha y no verá sino sus obras, mirará a la izquierda y no verá sino sus obras, mirará al frente y no verá sino el fuego frente a su rostro, Protéjanse del fuego aunque sea con medio de dátil"".",protéjanse del fuego aunque sea con medio de dátil.,Registrado por Al-Bujari y Muslim,Sahih
6615,en,,,,,
6615,ar,,,,,
6636,es,"عن عديّ بن حاتم رضي الله عنه قال: قلتُ: يا رسول الله، إني أُرسلُ الكلاب المعلَّمة، فيُمسِكنَ عليّ، وأذكرُ اسم الله؟ فقال: ""إذا أرسلتَ كلبَكَ المعلَّمَ، وذكرتَ اسمَ الله، فكُلْ ما أمسكَ عليك""، قلت: وإن قتلنَ؟ قال: ""وإن قَتلْنَ، ما لم يَشْرَكْها كلبٌ ليس منها""، قلتُ له: فإني أرمي بالمِعْراض الصيدَ فأُصُيبُ؟ فقال: ""إذا رميتَ بالمعراضِ فخزَقَ فكلْهُ، وإن أصابَه بعَرْضٍ فلا تأكلْهُ"".
وحديث الشعبي، عن عدي نحوه، وفيه: ""إلا أن يأكل الكلب، فإن أكل فلا تأكل؛ فإني أخاف أن يكون إنما أمسك على نفسه، وإن خالطها كلاب من غيرها فلا تأكل؛ فإنما سميت على كلبك، ولم تسم على غيره"".
وفيه: ""إذا أرسلت كلبك المكلب فاذكر اسم الله، فإن أمسك عليك فأدركته حيا فاذبحه، وإن أدركته قد قتل ولم يأكل منه فكله، فإنَّ أخْذَ الكلبِ ذَكَاته"".
وفيه أيضا: ""إذا رميت بسهمك فاذكر اسم الله"".
وفيه: ""فإن غاب عنك يوما أو يومين -وفي رواية: اليومين والثلاثة- فلم تجد فيه إلا أثر سهمك، فكل إن شئت، فإن وجدته غريقا في الماء فلا تأكل؛ فإنك لا تدري الماء قتله، أو سهمك؟","Narró Uday Ibn Hatim, Al-lah esté complacido con él: “Dije: ‘Mensajero de Al-lah, empleo perros adiestrados en la cazaría y cazan animales, ¿menciono el nombre de Al-lah sobre lo que hayan cazado para poder comerlo o qué?’ Dijo: ‘Si envías tu perro adiestrado en la cacería y mencionas el nombre de Al-lah sobre lo que hayan cazado, puedes comer lo que haya capturado’. Pregunté de nuevo: ‘¿Aunque ya lo hayan matado?’ Dijo: ‘Sí, aunque lo hayan matado, siempre y cuando no participe otro perro ajeno a ellos’. Le dije: ‘¿Y puedo comer lo que cace con mi lanza?’ Me dijo: ‘Si alcanzas la cacería con tu lanza y la punta de esta penetra en el cuerpo del animal, puedes comerlo, pero si solo lo matas con el golpe del costado de la lanza, no lo comas’”. Por otro lado, está el hadiz de Al-Chaabi, de Uday y otros, en el que se dice: “Excepto cuando el perro coma parte de ese animal. Si lo hace, no comas esa carne. Temo que no la haya cazado por sí solo, así que si participan otros perros con él, no comas esa carne, puesto que solo has pronunciado el nombre de Al-lah sobre tu perro y no lo has hecho sobre los demás”. También se dice en ese hadiz: “Si mandas tu perro adiestrado a la caza, pronuncia sobre él el nombre de Al-lah. Si apresa algún animal y lo alcanzas aún vivo, degüéllalo como manda la norma islámica, y si alcanzas que ya le ha dado muerte pero aún no ha comido de su carne, puedes comerlo, puesto que su captura por el perro adiestrado es su degüello lícito”. También dice en él: “Si lanzas tu flecha para capturar una presa, menciona el nombre de Al-lah al hacerlo”. Y también: “Si no ves esa presa por un día, dos o tres y luego la encuentras, y observas que la única herida que tiene es la de tu flecha, puedes comer su carne. Sin embargo, si la encuentras ahogada en el agua, no la comas, puesto que no sabes cuál de los dos, el agua o tu flecha, la ha matado”.",si envías tu perro adiestrado en la cacería y mencionas el nombre de al-lah s...,Registrado por Al-Bujari y Muslim,Sahih
6636,en,,,,,
6636,ar,,,,,
6637,es,عن أبي هُريرة رضي الله عنه قال: «لَمَّا فَتَحَ الله -تَعَالَى- عَلَى رَسُولِهِ مَكَّةَ قَتَلَتْ خزاعةُ رَجُلاً مِنْ بَنِي لَيْثٍ بِقَتِيلٍ كَانَ لَهُمْ فِي الْجَاهِلِيَّةِ، فَقَامَ النبي صلى الله عليه وسلم فَقَالَ: إنَّ الله عَزَّ وَجَلَّ قَدْ حَبَسَ عَنْ مَكَّةَ الْفِيلَ، وَسَلَّطَ عَلَيْهَا رَسُولَهُ وَالْمُؤْمِنِينَ، وَإِنَّهَا لَمْ تَحِلَّ لأَحَدٍ كَانَ قَبْلِي، وَلا تَحِلُّ لأَحَدٍ بَعْدِي، وَإِنَّمَا أُحِلَّتْ لِي سَاعَةً مِنْ نَهَارٍ، وَإِنَّهَا سَاعَتِي هَذِهِ: حَرَامٌ، لا يُعْضَدُ شَجَرُهَا، وَلا يُخْتَلَى خَلاهَا، وَلا يُعْضَدُ شَوْكُهَا، وَلا تُلْتَقَطُ سَاقِطَتُهَا إلاَّ لِمُنْشِدٍ، وَمَنْ قُتِلَ لَهُ قَتِيلٌ: فَهُوَ بِخَيْرِ النَّظَرَيْنِ: إمَّا أَنْ يَقْتُلَ، وَإِمَّا أَنْ يُودِيَ، فَقَامَ رَجُلٌ مِنْ أَهْلِ الْيَمَنِ- يُقَالُ لَهُ: أَبُو شَاهٍ فَقَالَ: يَا رَسُولَ الله، اُكْتُبُوا لِي فَقَالَ رَسُولُ الله: اُكْتُبُوا لأَبِي شَاهٍ، ثُمَّ قَامَ الْعَبَّاسُ فَقَالَ: يَا رَسُولَ الله، إلاَّ الإذْخِرَ، فَإِنَّا نَجْعَلُهُ فِي بُيُوتِنَا وَقُبُورِنَا، فَقَالَ رَسُولُ الله: إلاَّ الإِذْخِرَ».,"Narró Abu Huraira, Al-lah esté complacido con él: “Cuando Al-la, Ensalzado sea, le otorgó a su Mensajero la conquista de la Meca, un hombre del clan de Juzaa asesinó a otro hombre del clan de Ben Laiz como venganza por un asesinato anterior cometido en la época preislámica (Yahiliya). Entonces, el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- le dijo a los musulmanes congregados: ‘Al-lah ha protegido esta ciudad de las gentes del elefante, y le ha enviado su Mensajero junto con sus siervos creyentes. A nadie antes que yo se le ha permitido saltar la inviolabilidad de esta ciudad, y a nadie se le permitirá después de mí. Y a mí solo se me permitió durante un momento del día, que es este en el que les hablo. (La Meca) es una ciudad inviolable: no se deben talar sus árboles, ni se deben podar sus plantas, ni se deben arrancar las espinas de sus plantas, ni se deben tomar los objetos extraviados en ella, a menos que sea para anunciar públicamente que han sido encontrados. A quien se le haya asesinado algún pariente tiene dos elecciones posibles: dar muerte al asesino o que se le pague una dote (diya) en concepto de sangre del pariente asesinado’. En ese momento, se levantó un hombre de las gentes del Yemen, llamado Abu Shátin, y dijo: ‘Mensajero de Al-lah, que me inscriban una acción’. El Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- ordenó: ‘Inscriban la acción de Ibn Shátin’. Luego, se levantó Ibn Abbas y dijo: ‘Mensajero de Al-lah, excepto la hierba llamada Idhjir (hierba limón) ya que la usamos en nuestras casas y en nuestras tumbas’. Entonces, el Mensajero de Al-lah, dijo: ‘Excepto el Idhjir’”.","al-lah ha protegido esta ciudad de las gentes del elefante, y le ha enviado s...",Registrado por Al-Bujari y Muslim,Sahih
6637,en,,,,,
6637,ar,,,,,
6761,es,عن أبي بَشير الأنصاري رضي الله عنه: أَنَّهُ كَانَ مَعَ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ فِي بَعْضِ أَسْفَارِهِ، قَالَ: فَأَرْسَلَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ رَسُولًا -وَالنَّاسُ فِي مَبِيتِهِمْ-: «لَا يَبْقَيَنَّ فِي رَقَبَةِ بَعِيرٍ قِلَادَةٌ مِنْ وَتَرٍ أَوْ قِلَادَةٌ إِلَّا قُطِعَتْ».,"Abu Bashir Al-Ansari —que Al-lah esté complacido con él— narró que se encontraba junto al Mensajero de Al-lah —la paz y las bendiciones de Al-lah sean con él— en uno de sus viajes, cuando envió a un mensajero —mientras la gente descansaba— con la orden: « No dejen los collares que colgaban de los cuellos de los camellos sin cortar».",no dejen los collares que colgaban de los cuellos de los camellos sin cortar,Registrado por Al-Bujari y Muslim,Sahih
6761,en,,,,,
6761,ar,,,,,
6762,es,عَنْ عُقْبَةَ بْنِ عَامِرٍ الْجُهَنِيِّ رضي الله عنه: أَنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ أَقْبَلَ إِلَيْهِ رَهْطٌ، فَبَايَعَ تِسْعَةً وَأَمْسَكَ عَنْ وَاحِدٍ، فَقَالُوا: يَا رَسُولَ اللهِ، بَايَعْتَ تِسْعَةً وَتَرَكْتَ هَذَا؟ قَالَ: «إِنَّ عَلَيْهِ تَمِيمَةً»، فَأَدْخَلَ يَدَهُ فَقَطَعَهَا، فَبَايَعَهُ، وَقَالَ: «مَنْ عَلَّقَ تَمِيمَةً فَقَدْ أَشْرَكَ».,"'Uqba ibn 'Amir Al Yuhani —que Al-lah esté complacido con él— narró: «Un grupo se acercó al Mensajero de Al-lah —la paz y las bendiciones de Al-lah sean con él— para presentarle su compromiso de lealtad y aceptó el de nueve y se abstuvo de aceptar el de uno. Le dijeron: ""¡Oh, Mensajero de Al-lah!, aceptaste la lealtad de nueve y no la de este"". Respondió: ""Lleva un amuleto"". Ante esto, (el hombre) introdujo la mano y lo cortó; entonces (el Profeta) aceptó su compromiso y dijo: ""Quien se cuelgue un amuleto comete idolatría""».",quien se cuelgue un amuleto comete idolatría,Registrado por Ahmad,Hasan
6762,en,,,,,
6762,ar,,,,,
6763,es,عن عبد الله بن عكيم رضي الله عنه مرفوعاً: «مَنْ تَعَلَّقَ شيئا وُكِلَ إليه».,"De 'Abdu Al-láh Ibn ‘Akim, que Al-láh esté complacido con él, que el Mensajero de Al-láh que la paz y las bendiciones de Al-láh sean con él, dijo: “Quien porte un talismán será abandonado al cuidado del mismo”.",quien porte un talismán será abandonado al cuidado del mismo.,Registrado por Al-Tirmidhi - Registrado por Ahmad,Hasan
6763,en,,,,,
6763,ar,,,,,
6764,es,"عن رويفع قال: قال لي رسول الله صلى الله عليه وسلم : ""يا رُوَيْفِعُ، لعل الحياة ستطول بك فأخبر الناس أن من عَقَدَ لِحْيَتَهُ، أو تَقَلَّدَ وَتَرًا، أو اسْتَنْجَى برَجِيعِ دابة أو عَظْمٍ، فإن محمدًا بريءٌ منه"".","Narró Ruwaifi’ -Al-lah esté complacido con él-: “Me dijo el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él-: “¡Oh, Ruwaifi! Quizás tengas una vida larga, así que informa a la gente que quien se trence la barba, se ponga una cuerda o collar, o se limpie (luego de hacer sus necesidades) con excremento o huesos de un animal, Mohammad se declara inocente de él””.","¡oh, ruwaifi! quizás tengas una vida larga, así que informa a la gente que qu...",Registrado por An-nsaa'i - Registrado por Abu-Dawud - Registrado por Ahmad,Sahih
6764,en,,,,,
6764,ar,,,,,
6765,es,عن طارق بن أشيم الأشجعي رضي الله عنه قال: سمعت رسول الله صلى الله عليه وسلم يقول: «مَنْ قَالَ: لَا إِلَهَ إِلَّا اللهُ، وَكَفَرَ بِمَا يُعْبَدُ مِنْ دُونِ اللهِ حَرُمَ مَالُهُ وَدَمُهُ، وَحِسَابُهُ عَلَى اللهِ».,"Tariq Ibn Ashiam Al-Ashya'i —que el Mensajero de Al-lah esté complacido con él— narró: «Oí decir al Mensajero de Al-lah —la paz y las bendiciones de Al-lah sean con él: “Los bienes y la vida de quien diga que no hay más divinidad que Al-lah y reniegue de todo lo que se adora fuera de Él se vuelven inviolables, y Al-lah le corresponderá juzgarlo”».",“los bienes y la vida de quien diga que no hay más divinidad que al-lah y ren...,Registrado por Muslim,Sahih
6765,en,,,,,
6765,ar,,,,,
6820,es,عن ابن مسعود رضي الله عنه قال: سمعت رسول الله صلى الله عليه وسلم يقول: «نَضَّرَ اللهُ امْرَأً سَمِع مِنَّا شيئا، فَبَلَّغَهُ كما سَمِعَهُ، فَرُبَّ مُبَلَّغٍ أوْعَى مِن سَامِعٍ».,"Se transmitió de Ibn Masud, que Al-láh esté complacido con él, que oyó decir al Mensajero de Al-láh, -que la paz y las bendiciones de Al-láh sean con él-: “¡Que Al-láh ilumine y haga feliz a quien escuchó algo de nosotros y lo transmitió tal y como lo oyó. Y tal vez cuando sea transmitido este hadiz por alguien, aquel que lo oiga pueda entenderlo mejor!""",¡que al-láh ilumine y haga feliz a quien escuchó algo de nosotros y lo transm...,Registrado por Ibn Mayah - Registrado por Al-Tirmidhi - Registrado por Ahmad,Sahih
6820,en,,,,,
6820,ar,,,,,
6821,es,"عن أنس رضي الله عنه قال: خطَّ النبيُّ صلى الله عليه وسلم خُطُوطاً، فقال: ""هذا الإنسان، وهذا أجَلُهُ، فبينَما هو كذلكَ إذ جاءَ الخَطُّ الأقْرَبُ"". 
عن ابن مسعود رضي الله عنه قال: خطَّ النبيُّ صلى الله عليه وسلم خطاً مربعاً، وخطَّ خطاً في الوسطِ خارجاً منه، وخطَّ خططاً صغاراً إلى هذا الذي في الوسطِ من جانبِه الذي في الوسطِ، فقال: «هذا الإنسانُ، وهذا أجلُهُ محيطاً بِه -أو قد أحاطَ بِه- وهذا الذي هو خارجٌ أملُهُ، وهذه الخُطَطُ الصِّغَارُ الأعْرَاضُ، فإن أخطَأهُ هذا، نَهَشَهُ هذا، وإن أخطَأهُ هذا، نَهَشَهُ هذا».","Narró Anas –Alah se complazca de él-: el profeta –la paz y las bendiciones sean con él- dibujó unas líneas y dijo: este es el ser humano y este es su tiempo de vida, cada vez se acerca más a ella (a la línea de su muerte) Narró Ibn Massud –Alah se complazca de él- que el profeta –la paz y las bendiciones sean con él- dibujó un cuadrado y puso una línea desde el medio hasta fuera del cuadro, después dibujo líneas pequeñas al lado de la línea del medio y dijo: “esta es la persona, este es su plazo de vida que lo ha rodeado y esta que esta que sale del cuadro es su esperanza, y estas líneas pequeñas son las distintas formas de morir si se salva de esta, esta otra lo devorará, y si se salva de esta otra lo devorará.",el profeta –la paz y las bendiciones sean con él- dibujó unas líneas y dijo: ...,Registrado por Al-Bujari,[Hadiz Verídico En Las Dos Transmisiones]
6821,en,,,,,
6821,ar,,,,,
6828,es,عن النواس بن سمعان رضي الله عنه قال: سمعتُ رسولَ اللهِ صلى الله عليه وسلم يقولُ: «يُؤتى يوم القيامة بالقرآن وأهلِه الذين كانوا يعملون به في الدنيا، تَقْدُمُه سورةُ البقرة وآلِ عمران، تُحاجَّانِ عن صاحِبِهِما».,"Narró Nawas Ibn Sam'an -Al-lah esté complacido con él-: oí al Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- decir: “El Día del Levantamiento, se traerá al Corán y su gente, aquellos que lo llevaban a la práctica en la vida mundanal (Dunia). En la cabecera irán las suras de La Vaca (Corán, 2) y La familia de Imrán (Corán, 3) defendiendo a cada persona que aplicó el Corán.","el día del levantamiento, se traerá al corán y su gente, aquellos que lo llev...",Registrado por Muslim,Sahih
6828,en,,,,,
6828,ar,,,,,
6829,es,"عن أبي سعيد الخدري رضي الله عنه قالَ: قالَ رسولُ اللهِ صلى الله عليه وسلم : ""يُوشَكُ أنْ يكونَ خيرَ مالِ المسلمِ غَنَمٌ يَتَّبعُ بها شَعَفَ الجبالِ، ومواقعَ القطرِ يَفِرُّ بدينِهِ من الفتنِ"".","Narró Abu Saad Al-Judari -Al-lah esté complacido con él- que el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- dijo: “casi será el mejor bien que puede tener el musulmán, unas cabras con las que recorrer las cimas de los montes, en lugares apartados, buscando poner su fe a salvo de todo tipo de tentación.”","casi será el mejor bien que puede tener el musulmán, unas cabras con las que ...",Registrado por Al-Bujari,Sahih
6829,en,,,,,
6829,ar,,,,,
6967,es,"عن جابر رضي الله عنه : أنه غزا مع النبي صلى الله عليه وسلم قِبَل نَجْد، فلما قَفل رسول الله صلى الله عليه وسلم قفل معهم، فأدركتهم القَائِلَةُ في وَادٍ كثير العِضَاه، فنزل رسول الله صلى الله عليه وسلم وتفرق الناس يَسْتَظِلُّونَ بالشجر، ونَزل رسول الله صلى الله عليه وسلم تحت سَمُرَة فعلق بها سيفه وَنِمْنَا نومةً، فإذا رسول الله صلى الله عليه وسلم يدْعونا وإذا عنده أعرابي، فقال: «إن هذا اخْتَرَطَ عليَّ سَيفِي وأنا نائم فاستيقظت وهو في يده صَلتًا، قال: من يَمْنَعُكَ مِنِّي؟ قلت: الله -ثلاثا-» ولم يُعاقِبْهُ وجلس، متفق عليه. 
وفي رواية قال جابر: كنَّا مع رسول الله صلى الله عليه وسلم بذَاتِ الرِّقَاعِ، فإذا أَتَيْنَا على شجرة ظَلِيلَةٍ تَرَكْنَاهَا لرسول الله صلى الله عليه وسلم فجاء رجُل من المشركين وسيف رسول الله صلى الله عليه وسلم معَلَّقٌ بالشجرة فَاخْتَرطَهُ، فقال: تَخَافُنِي؟ قال: «لا»، فقال: فمن يَمْنَعُكَ مِنِّي ؟ قال: «الله». 
وفي رواية أبي بكر الإسماعيلي في «صحيحه»، قال: من يَمْنَعُكَ مِنِّي؟ قال: «الله»، قال: فسقط السيف مِن يَدهِ، فأخذ رسول الله - صلى الله عليه وسلم - السيف، فقال: « من يَمْنَعُكَ مِنِّي ؟»، فقال: كُنْ خَيرَ آخِذٍ، فقال: «تَشهد أن لا إله إلا الله وَأَنِّي رسول الله؟» قال: لا، ولكني أُعَاهِدُكَ أن لا أُقَاتِلَكَ، ولا أكُون مع قوم يُقَاتِلُونَكَ، فَخَلَّى سَبيلَهُ، فأتى أصحابه، فقال: جئتُكُمْ من عندِ خير الناسِ.","Narró Yabir -Allah esté complacido con él- que fue a una batalla con el Profeta -la paz y las bendiciones de Al-lah sean con él- frente a Nayd. Cuando regresó el Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él- regresó con ellos.Entonces,les alcanzó el mediodía en un valle con muchos árboles con pinchos. El Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él- se bajó y la gente distribuyó para que descansaran bajos los árboles,a la sombra.Y el Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él-,se sentó bajo un gran árbol del que colgó su espada.Y dormimos un poco. Entonces, el Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él- nos llamó. Donde él, había un beduino y nos dijo:""Éste ha desenvainado mi espada contra mí,mientras estaba dormido.Me desperté y en su mano estaba la espada fuera de la vaina"".Dijo:""¿Quién te protege de mí?"".Dije:""Allah,tres veces"".Y no pronunció palabra y se sentó"". Hadiz sobre el que hay acuerdo.Y en una narración dijo Yabir:""Estábamos con el Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él-,en ""Dhat Al Riqa'a"",y cuando llegamos a un árbol con mucha sombra lo dejamos para el Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él-. Entonces llegó un hombre de los incrédulos mientras la espada del Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él- estaba colgada en el árbol.Entonces la desenvainó y dijo:""¿Me tienes miedo?"". Dijo:""No"". Dijo:""¿Quien te protege de mí?"".Dijo:""Allah"".Y en una narración de Abu Bakr Al Ismaily en su Sahih dijo:""¿Quien te protege de mí?"".Dijo:""Allah"".Entonces,la espada cayó de su mano.El Mensajero de Allah -la paz y las bendiciones de Al-lah sean con él- la cogió y dijo:""¿Quién te protege de mí?"".Dijo:""Sé benevolo"".Entonces dijo:""¿Testificas que no hay más dios que Allah y que yo soy su Mensajero?"". Dijo:""No,pero me comprometo a no luchar contra a tí,ni apoyar a ningún pueblo que luche contra tí"".Así pues siguió su camino hasta que llegó a donde sus compañeros y dijo:""Vengo a ustedes de donde del lugar que me econtre con el mejor hombre entre las personas"".","éste ha desenvainado mi espada contra mí,mientras estaba dormido.me desperté ...",Registrado por Al-Bujari y Muslim,Sahih
6967,en,,,,,
6967,ar,,,,,
6973,es,عن سهل بن سعد الساعدي رضي الله عنهما أن رسول الله صلى الله عليه وسلم بَلَغَهُ أن بني عمرو بن عوف كان بينهم شَرٌّ، فخرج رسول الله صلى الله عليه وسلم يصلح بينهم في أناس معه، فحُبِس رسول الله صلى الله عليه وسلم وحَانتِ الصلاة، فجاء بلال إلى أبي بكر رضي الله عنهما ، فقال: يا أبا بكر، إن رسول الله صلى الله عليه وسلم قد حُبِس وحَانت الصلاة فهل لك أن تَؤُمَّ الناس؟ قال: نعم، إن شِئت، فأقام بلال الصلاة، وتقدم أبو بكر فكبَّر وكبَّر الناس، وجاء رسول الله صلى الله عليه وسلم يمشي في الصفوف حتى قام في الصفِّ، فأخذ الناس في التَّصْفيقِ، وكان أبو بكر رضي الله عنه لا يَلْتَفِتُ في الصلاة، فلما أكثر الناس في التَّصْفيقِ الْتَفَتَ، فإذا رسول الله صلى الله عليه وسلم فأشار إليه رسول الله صلى الله عليه وسلم فرفع أبو بكر رضي الله عنه يَدَهُ فحمد الله، ورجع القَهْقَرَى وراءه حتى قام في الصف، فتقدم رسول الله صلى الله عليه وسلم فصلى للناس، فلما فرغ أقبل على الناس، فقال: «أيها الناس، ما لكم حين نَابكم شيء في الصلاة أخذتم في التصفيق؟! إنما التصفيق للنساء. من نَابه شيء في صلاته فليَقُل: سبحان الله، فإنه لا يسمعه أحد حين يقول: سبحان الله، إلا التَفَتَ، يا أبا بكر: ما مَنَعَك أن تصلي بالناس حين أشَرْتُ إليك؟»، فقال أبو بكر: ما كان ينبغي لابن أبي قُحافة أن يصلي بالناس بين يدي رسول الله صلى الله عليه وسلم .,"Narró Abu Al 'Abbas Sahl Ibn Sa'ad Al Sa'idy -Al-lah esté complacido con él: ""Que al Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- le llegó al noticia de que entre las personas de Banu 'Amru Ibn 'Auf había enemistad,así pues el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- fue hacia ellos para intermediar entre ellos y solucionar la situación. Entonces,el Mensajero de Al-lah fue retenido como invitado y llegó la hora de la oración. Bilal vino a donde Abu Bakr -Al-lah esté complacido con los dos- y le dijo:""Oh Abu Bakr,ciertamente el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- ha sido invitado y ha llegado el tiempo de la oración,así que,¿Podrías hacer de imam para la gente?"".Dijo: ""Sí,si quieres"".A continuación,Bilal hizo la iqama para la oración y Abu Bakr se adelantó e hizo el takbir,y las personas hicieron el takbir detrás de él.Entonces,llegó el Mensajero de Al-lah-la paz y las bendiciones de Al-lah sean con él-caminando entre las filas,hasta que se paró en la fila (la primera fila),y la gente empezó a dar palmas.Abu Bakr -Al-lah esté complacido con él- no se giraba en la oración pero cuando la mayoría de la gente estaba dando palmas se volvió y vio al Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- quien le indicó(que siguiera)y entonces Abu Bakr -Al-lah esté complacido con él- levantó las manos,dio gracias y alabanzas a Al-lah y retrocedió hacia atrás hasta que se colocó en la fila y el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- se adelantó y dirigió la oración. Cuando terminó,se dirigió hacia la gente y dijo:""Oh gente,¿Qué les pasa que cuando hay algún incoveniente en la oración empiezan a dar palmas? El hecho de dar palmas es propio de las mujeres. A cualquiera que le suceda algo en su oración que diga:""SubhanAl-lah"",pues no hay nadie que oiga subhanAl-lah que no se vuelva.Oh Abu Bakr,¿Qué es lo que te ha impedido seguir dirigiendo la oración cuando te indiqué que lo hicieras?Dijo Abu Bakr:""No debe el hijo de Abu Quhafa dirigir la oración estando presente el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él-"".",que al mensajero de al-lah -la paz y las bendiciones de al-lah sean con él- l...,Registrado por Al-Bujari y Muslim,Sahih
6973,en,,,,,
6973,ar,,,,,
6979,es,عن ابن عمر رضي الله عنهما قال: قال النبي صلى الله عليه وسلم : «أَفْرَى الفِرَى أن يُرِيَ الرجل عينيه ما لم تَرَيَا».,"Se transmitió de Ibn Úmar, Allah esté complacido con los dos, que dijo el Profeta, Allah le bendiga y le dé paz: “La peor de las mentiras es que un hombre diga que ha visto algo con sus ojos sin haberlo visto realmente.”",la peor de las mentiras es que un hombre diga que ha visto algo con sus ojos ...,Registrado por Al-Bujari,Sahih
6979,en,,,,,
6979,ar,,,,,
6980,es,عن محمد بن زيد: أن نَاسًا قالوا لجده عبد الله بن عمر رضي الله عنهما : إنا ندخل على سَلاطِينِنَا فنقول لهم بخلاف ما نتكلم إذا خرجنا من عندهم، قال: كنا نَعُدُّ هذا نفاقا على عهد رسول الله صلى الله عليه وسلم .,"Narró Mohammad Ibn Zayd que unos hombres le dijeron a su abuelo 'Abdullah Ibn 'Umar -Al-lah esté complacido de ambos-:""Ciertamente entramos a donde los sultanes y les decímos algo diferente de lo que decimos cuando salimos de estar en su presencia. Dijo:""Solíamos considerar esto como hipocresía en la época del Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él-"".",ciertamente entramos a donde los sultanes y les decímos algo diferente de lo ...,Registrado por Al-Bujari,Sahih
6980,en,,,,,
6980,ar,,,,,
6982,es,عن سَمُرة رضي الله عنه مرفوعاً: «من حدَّث عني بحديث يُرَى أنه كَذِبٌ فهو أحد الكاذِبَين».,"De Sámura, Al-lah esté complacido con él, que el Mensajero de Al-lah, Él le bendiga y le dé paz, dijo: “Quien transmita de mí un hadiz, a sabiendas de que es mentira, será uno de los mentirosos”.","quien transmita de mí un hadiz, a sabiendas de que es mentira, será uno de lo...",Registrado por Muslim,Sahih
6982,en,,,,,
6982,ar,,,,,
6983,es,عن أسماء رضي الله عنها : أن امرأة قالت: يا رسول الله، إن لي ضَرَّةً فهل علي جُناح إن تشبَّعْتُ من زوجي غير الذي يعطيني؟ فقال النبي صلى الله عليه وسلم : «المُتَشَبِّعُ بما لم يُعطَ كلابس ثَوْبَي زُورٍ».,"Narró Asma' -Allah esté satisfecho con ella- que una mujer dijo:""Oh Mensajero de Allah,tengo una co-esposa,¿Acaso hay transgresión si digo que mi marido me da cosas que en realidad no me ha dado? Entonces,el Profeta -la paz y las bendiciones de Al-lah sean con él- dijo:""El que presume de algo que no le ha sido dado, es como quien está vistiendo vestimenta falsa"".","el que presume de algo que no le ha sido dado, es como quien está vistiendo v...",Registrado por Al-Bujari y Muslim,Sahih
6983,en,,,,,
6983,ar,,,,,
